Section #,Attack Surface Layer,Key Threats,MITRE ID,Zero-Trust Pillar,Change Log
2.1.8,Memory & Runtime / Fileless,"Asynchronous Procedure Call and ListPlanting Injection: APC injection queues malicious code execution into threads of targeted legitimate processes via the Windows APC mechanism, evading many injection detection heuristics that focus on CreateRemoteThread-based patterns. ListPlanting (T1055.015) abuses Windows list-view controls to redirect execution flow without conventional injection APIs, a technique actively used to evade modern EDR behavioural detection.",T1055.004 – Process Injection: Asynchronous Procedure Call; T1055.015 – Process Injection: ListPlanting,Devices,
2.1.8,Memory & Runtime / Fileless,"Phantom DLL Hijacking: Malicious DLLs placed at filesystem paths referenced in the Windows registry or application manifests but where no legitimate DLL exists, causing the OS loader to load the attacker-supplied binary with the privileges of the loading process. Distinct from standard DLL search order hijacking and not addressed by controls that focus solely on PATH-based search order manipulation.",T1574.001 – Hijack Execution Flow: DLL Search Order Hijacking; T1574.002 – Hijack Execution Flow: DLL Side-Loading,Devices,
2.1.8,Memory & Runtime / Fileless,PowerShell and .NET In-Memory Execution: PowerShell AMSI bypass techniques combined with .NET assembly loading via [System.Reflection.Assembly]::Load() allow execution of arbitrary managed code entirely in memory without disk writes. Widely used in both commodity and targeted attack chains against Windows endpoints where script block logging and AMSI are not enforced via Group Policy or Intune.,T1059.001 – Command and Scripting Interpreter: PowerShell; T1620 – Reflective Code Loading; T1562.001 – Impair Defenses: Disable or Modify Tools,Devices,
2.1.8,Memory & Runtime / Fileless,"LSASS Memory Credential Harvesting: Direct or indirect access to the Local Security Authority Subsystem Service process memory to extract plaintext credentials, NTLM hashes, Kerberos tickets, and DPAPI masterkeys. Mitigated by Credential Guard on VBS-enabled Windows 11 endpoints and by PPL (Protected Process Light) for LSASS; however, BYOVD (Bring Your Own Vulnerable Driver) techniques are actively used to disable these protections.",T1003.001 – OS Credential Dumping: LSASS Memory; T1068 – Exploitation for Privilege Escalation,Devices; Identity,
2.1.8,Memory & Runtime / Fileless,"Bring Your Own Vulnerable Driver (BYOVD): Adversaries load legitimately signed but vulnerable third-party kernel drivers to achieve kernel-level code execution, disable EDR and security controls, or tamper with Windows security features including PPL and VBS. BYOVD has been observed in ransomware campaigns and nation-state tooling targeting financial sector endpoints. Microsoft's Vulnerable Driver Blocklist requires active maintenance and enforcement via WDAC policy.",T1068 – Exploitation for Privilege Escalation; T1014 – Rootkit; T1562.001 – Impair Defenses: Disable or Modify Tools,Devices,
2.1.8,Memory & Runtime / Fileless,"Heap Spray and Use-After-Free Exploitation: Memory corruption vulnerabilities in browsers, document rendering engines, and productivity applications exploited via crafted content to achieve arbitrary code execution within the application sandbox. Used as a first-stage exploit in browser-based drive-by download chains targeting financial sector endpoints via malvertising and spearphishing.",T1203 – Exploitation for Client Execution; T1189 – Drive-by Compromise,Devices; Applications & Workloads,
2.1.8,Memory & Runtime / Fileless,"Fileless Persistence via Registry and Scheduled Tasks: Malicious payloads encoded and stored within the Windows registry, scheduled tasks, or WMI subscriptions to achieve persistence without writing executable files to disk. Execution is triggered by system events, logon events, or time-based schedules, loading the payload directly into memory via PowerShell or wscript.",T1547.001 – Boot or Logon Autostart Execution: Registry Run Keys; T1053.005 – Scheduled Task/Job: Scheduled Task; T1546.003 – Event Triggered Execution: Windows Management Instrumentation Event Subscription,Devices,
2.1.9,Cloud & SaaS Exposure,"Entra ID Service Principal Credential Exposure: Client secrets and certificates for Entra ID application registrations stored on developer, DevOps, and administrator endpoints represent high-value targets granting tenant-wide API access. Compromise of a service principal with Microsoft Graph API permissions can expose all mailboxes, SharePoint sites, Teams channels, and Entra ID directory objects within the tenant without triggering user-centric Conditional Access policies.",T1552.001 – Unsecured Credentials: Credentials In Files; T1528 – Steal Application Access Token,Identity; Applications & Workloads,
2.1.9,Cloud & SaaS Exposure,"OAuth Token Theft and Illicit Consent Grant: Malicious OAuth applications registered in Entra ID solicit user consent to broad Graph API delegated permissions (Mail.Read, Files.ReadWrite.All, Contacts.Read). Once consented, the application retains persistent access independent of the user's password or MFA state. Illicit consent grant attacks are documented against financial sector M365 tenants and bypass conventional credential-based detection.",T1528 – Steal Application Access Token; T1550.001 – Use Alternate Authentication Material: Application Access Token,Identity; Applications & Workloads,
2.1.9,Cloud & SaaS Exposure,"Conditional Access Named Location Bypass: Attackers route authentication attempts through IP addresses within trusted Named Locations defined in Entra ID Conditional Access policy — including corporate VPN exit nodes, leased data centre ranges, or compromised on-premises infrastructure — to satisfy location-based policy conditions and suppress MFA requirements or access restrictions.",T1078 – Valid Accounts; T1090 – Proxy,Identity; Networks,"WS1-A (residual): ""Identity; Network"" → ""Identity; Networks"""
2.1.9,Cloud & SaaS Exposure,"Microsoft 365 Copilot and Copilot Agent Data Oversharing: Microsoft 365 Copilot operates on the authenticated user's effective permissions across the M365 estate. Users with access to overly permissive SharePoint sites, shared mailboxes, or Teams channels can inadvertently surface sensitive data — including M&A documents, HR records, and credit risk models — via natural language queries. Microsoft 365 Copilot agents configured with delegated Graph API permissions compound this risk by enabling automated data access at scale.",T1213 – Data from Information Repositories; T1530 – Data from Cloud Storage,Data; Applications & Workloads,"WS3-B: Threat retained S2.1.9. NEW CONTROL REQUIRED: CS-12 (M365 Copilot data governance) to be authored in Layer 9 MD. Controls: SharePoint oversharing remediation prerequisite, sensitivity label filtering, Copilot interaction logging, agent creation governance."
2.1.9,Cloud & SaaS Exposure,"Cloud Storage Misconfiguration and Oversharing: SharePoint Online sites, OneDrive folders, Teams channels, and Azure Blob Storage containers configured with overly permissive sharing settings expose sensitive data to authenticated-but-unauthorised internal users or, in misconfiguration cases, unauthenticated external access. Misconfigured sharing policies are a consistent finding in financial sector M365 security assessments.",T1530 – Data from Cloud Storage; T1213.002 – Data from Information Repositories: SharePoint,Data; Applications & Workloads,
2.1.9,Cloud & SaaS Exposure,"SaaS Session Cookie Hijacking: Session cookies for cloud-hosted SaaS platforms (Salesforce, ServiceNow, Workday, M365) harvested from endpoint browsers via infostealer malware or AiTM phishing proxies and replayed from attacker-controlled infrastructure. Cookie replay bypasses MFA and Conditional Access controls where token binding is not enforced and CAE is not implemented by the SaaS provider.",T1539 – Steal Web Session Cookie; T1550.004 – Use Alternate Authentication Material: Web Session Cookie,Identity; Applications & Workloads,
2.1.9,Cloud & SaaS Exposure,"Misconfigured CASB and Cloud App Policy Gaps: Incomplete Cloud Access Security Broker policy coverage resulting in unsanctioned SaaS application usage, shadow IT data flows, and unmonitored API integrations between corporate and external cloud platforms. CASB inline mode is required for enforcement; API-mode-only deployments provide visibility without blocking capability and should not be treated as equivalent controls.",T1567 – Exfiltration Over Web Service; T1048 – Exfiltration Over Alternative Protocol,Applications & Workloads; Data; Networks,"WS1-A: Pillar normalised ""Applications & Workloads; Data; Network"" → ""Applications & Workloads; Data; Networks"" per CISA ZT Maturity Model v2 controlled vocabulary"
2.1.9,Cloud & SaaS Exposure,"GitHub Actions and CI/CD Secret Exfiltration: Repository secrets, GITHUB_TOKEN values, and environment variables accessible during CI/CD workflow runs on self-hosted runners operating on corporate endpoints. Compromise of a workflow file via pull request injection or repository misconfiguration can exfiltrate secrets to attacker-controlled infrastructure, with blast radius extending to the corporate endpoint and cloud environment if the runner holds cloud provider credentials.",T1552.001 – Unsecured Credentials: Credentials In Files; T1195.002 – Supply Chain Compromise: Compromise Software Supply Chain,Applications & Workloads; Devices,
2.1.9,Cloud & SaaS Exposure,"Insecure API Key and Secret Management on Endpoints: Cloud provider API keys (AWS, Azure, GCP), database connection strings, and third-party service credentials hardcoded in application configuration files, environment variable files (.env), shell profiles, or source code repositories on developer endpoints. Exposed secrets provide direct access to cloud resources and data stores outside of identity-based access controls.",T1552.001 – Unsecured Credentials: Credentials In Files; T1552.004 – Unsecured Credentials: Private Keys,Applications & Workloads; Data,
2.1.10,Email & Communication Channels,"Spearphishing with Malicious Attachments: Targeted email-delivered payloads crafted to appear as legitimate financial documents, regulatory correspondence, or internal communications. Malicious Office documents, PDFs, ISO/IMG disk images, and LNK files remain primary delivery mechanisms. ISO and IMG container files were widely adopted following Microsoft's 2022 macro blocking policy as they bypass Mark-of-the-Web propagation to enclosed files on Windows.",T1566.001 – Phishing: Spearphishing Attachment; T1204.002 – User Execution: Malicious File,Applications & Workloads; Devices,
2.1.10,Email & Communication Channels,"Spearphishing via Malicious Links and AiTM Proxy Pages: Targeted emails delivering links to credential harvesting pages or AiTM phishing proxy infrastructure (Evilginx3, Tycoon 2FA, Caffeine PhaaS). Tycoon 2FA and similar Phishing-as-a-Service platforms specifically target Microsoft 365 and enable real-time session cookie interception at scale, lowering the technical barrier for financial sector targeting significantly.",T1566.002 – Phishing: Spearphishing Link; T1557 – Adversary-in-the-Middle,Identity; Applications & Workloads,
2.1.10,Email & Communication Channels,"Microsoft Teams External Tenant Phishing: Attackers with any Microsoft 365 tenant — including free or trial tenants — send malicious files, links, or social engineering messages to corporate Teams users via external federated messaging. This channel bypasses email gateway and secure email gateway controls entirely and is not subject to the same attachment scanning and link detonation policies applied to SMTP-delivered email.",T1566.002 – Phishing: Spearphishing Link; T1534 – Internal Spearphishing,Applications & Workloads; Identity,
2.1.10,Email & Communication Channels,"Business Email Compromise and CEO Fraud: Adversaries compromise or spoof executive email accounts to authorise fraudulent wire transfers, redirect payroll, or manipulate financial operations. BEC remains one of the highest-financial-impact attack categories for financial institutions globally per FBI IC3 reporting. DMARC enforcement, DKIM signing, and out-of-band verification procedures are primary preventive controls.",T1586.002 – Compromise Accounts: Email Accounts; T1656 – Impersonation,Identity; Applications & Workloads,
2.1.10,Email & Communication Channels,"AI-Generated Deepfake Audio and Video in Communication Channels: Synthetic voice and video content generated using publicly available AI tooling used to impersonate senior executives, relationship managers, or regulators in video conferences, voice calls, or recorded messages to authorise fraudulent transactions or data disclosures. The 2024 Hong Kong incident — in which a finance employee was deceived via a deepfake video conference call resulting in a USD 25 million fraudulent transfer — represents a confirmed financial sector precedent.",T1036.001 – Masquerading: Invalid Code Signature; T1598 – Phishing for Information; T1656 – Impersonation,Identity; Applications & Workloads,
2.1.10,Email & Communication Channels,"Email Rule and Forwarding Abuse Post-Compromise: Following mailbox compromise, adversaries create hidden inbox rules to forward copies of email to external addresses, delete security alerts, or suppress MFA and password reset notifications. This technique maintains persistent intelligence access while degrading the victim's awareness of the compromise. Detectable via M365 audit log monitoring for New-InboxRule and Set-InboxRule events.",T1114.003 – Email Collection: Email Forwarding Rule; T1564.008 – Hide Artifacts: Email Hiding Rules,Identity; Data,
2.1.10,Email & Communication Channels,"Homoglyph and Unicode Domain Spoofing: Phishing domains constructed using visually identical Unicode characters (Cyrillic, Greek, Latin look-alikes) to impersonate legitimate corporate or counterparty domains in email addresses, hyperlinks, and document content. Effective against users performing visual inspection of URLs and against email gateway domain reputation checks that do not implement homoglyph detection.",T1036.005 – Masquerading: Match Legitimate Name or Location; T1566.002 – Phishing: Spearphishing Link,Applications & Workloads; Identity,
2.1.10,Email & Communication Channels,"Collaboration Platform Data Exfiltration: Sensitive data shared via Microsoft Teams, Slack, Zoom chat, or Bloomberg Messaging to personal accounts, external guests, or unauthorised channels outside of DLP and data governance policy coverage. Collaboration platforms represent a significant and frequently under-monitored data exfiltration channel, particularly where DLP policy has not been extended beyond M365 email to cover Teams and SharePoint content.",T1048 – Exfiltration Over Alternative Protocol; T1213 – Data from Information Repositories,Data; Applications & Workloads,
2.1.11,Supply Chain & Third-Party Risk,Trojanised Software Installer Delivery: Malicious code injected into legitimate software build pipelines or distributed via compromised vendor update mechanisms to deliver backdoored application versions to endpoints through trusted distribution channels. SolarWinds SUNBURST and 3CX Desktop App supply chain compromises are confirmed financial sector precedents demonstrating the viability and impact of this vector.,T1195.002 – Supply Chain Compromise: Compromise Software Supply Chain; T1072 – Software Deployment Tools,Devices; Applications & Workloads,
2.1.11,Supply Chain & Third-Party Risk,"Remote Monitoring and Management Tool Abuse: Legitimate RMM platforms (ConnectWise ScreenConnect, AnyDesk, TeamViewer, Atera) used by managed service providers and IT support vendors abused by adversaries to establish persistent remote access to endpoints. ConnectWise ScreenConnect CVE-2024-1708 and CVE-2024-1709 (unauthenticated remote code execution, CVSS 10.0) were actively exploited in 2024 with confirmed impact on financial sector endpoints. RMM tools frequently operate outside of application control and EDR behavioural policy due to legacy vendor exceptions.",T1219 – Remote Access Software; T1133 – External Remote Services,Devices; Applications & Workloads,"WS3-F: Threat retained S2.1.11. NEW CONTROL REQUIRED: SC-11 (RMM tool abuse prevention) to be authored in Layer 11 MD. Controls: WDAC allowlist blocks unauthorised RMM binaries, SWG category block for RMM relay infrastructure, EDR process behaviour alerting for attacker-deployed RMM C2."
2.1.11,Supply Chain & Third-Party Risk,"Malicious or Compromised npm and PyPI Packages: Open-source package dependencies introduced into internally developed applications or developer toolchains via typosquatting, dependency confusion, or direct package repository compromise. Malicious packages executing at install time or at runtime on developer endpoints can exfiltrate credentials, establish reverse shells, or modify locally built artefacts prior to deployment.",T1195.001 – Supply Chain Compromise: Compromise Software Dependencies and Development Tools; T1059 – Command and Scripting Interpreter,Applications & Workloads; Devices,
2.1.11,Supply Chain & Third-Party Risk,"Malicious Visual Studio Code Extensions: The VS Code marketplace does not enforce equivalent security review standards to OS-level application stores. Malicious or compromised extensions operating within the VS Code runtime have access to the filesystem, integrated terminal, environment variables, and network on developer and DevOps endpoints. Extensions impersonating popular legitimate extensions via typosquatting have been documented targeting engineering teams in financial institutions.",T1195.001 – Supply Chain Compromise: Compromise Software Dependencies and Development Tools; T1552.001 – Unsecured Credentials: Credentials In Files,Applications & Workloads; Devices,
2.1.11,Supply Chain & Third-Party Risk,"Third-Party Vendor Endpoint Access Abuse: Vendors, system integrators, and outsourced support providers with privileged access to the bank’s endpoint estate via VPN, jump hosts, or direct RMM connectivity represent a high-risk access pathway. Compromise of a vendor endpoint or vendor credentials provides an attacker with access equivalent to the vendor’s permissions without triggering endpoint-sourced anomaly detection on bank-managed devices.",T1078.004 – Valid Accounts: Cloud Accounts; T1199 – Trusted Relationship,Identity; Devices; Networks,"WS1-A (residual): ""Identity; Devices; Network"" → ""Identity; Devices; Networks"""
2.1.11,Supply Chain & Third-Party Risk,"Hardware Supply Chain Implants: Malicious hardware components or firmware modifications introduced during device manufacturing, logistics, or distribution prior to endpoint deployment. Relevant for custom device configurations procured through non-standard supply chains or sourced from third-party refurbishers outside of OEM-certified channels. Presents a near-zero detection probability using software-only controls.",T1195.003 – Supply Chain Compromise: Compromise Hardware Supply Chain; T1542.001 – Pre-OS Boot: System Firmware,Devices,
2.1.11,Supply Chain & Third-Party Risk,"CI/CD Pipeline Compromise and Build Environment Injection: Malicious code injected into CI/CD pipeline configurations (GitHub Actions, Azure DevOps, Jenkins) via compromised pipeline credentials, pull request injection, or poisoned pipeline execution (PPE) techniques. Self-hosted runners operating on corporate endpoints extend the blast radius of pipeline compromise to the endpoint estate and any cloud credentials accessible from the runner environment.",T1195.002 – Supply Chain Compromise: Compromise Software Supply Chain; T1552.001 – Unsecured Credentials: Credentials In Files,Applications & Workloads; Devices,
2.1.11,Supply Chain & Third-Party Risk,"SBOM Gaps and Untracked Dependency Risk: Absence of a maintained Software Bill of Materials for internally developed and vendor-supplied applications prevents timely identification of vulnerable or compromised components following disclosure of new CVEs or supply chain incidents. Without SBOM coverage, the bank cannot reliably determine exposure to events such as Log4Shell within the required regulatory notification timeframes applicable to tier-1 financial institutions.",T1195.001 – Supply Chain Compromise: Compromise Software Dependencies and Development Tools,Applications & Workloads,
2.1.11,Supply Chain & Third-Party Risk,"Managed Service Provider Lateral Movement: MSP-managed endpoints sharing common tooling, credentials, or network access pathways across multiple client environments create cross-client lateral movement risk. Compromise of MSP management infrastructure provides an attacker with simultaneous access to all managed client environments, as demonstrated in the Kaseya VSA ransomware incident affecting downstream clients across multiple sectors.",T1199 – Trusted Relationship; T1021 – Remote Services; T1078 – Valid Accounts,Devices; Networks; Identity,"WS1-A: Pillar normalised ""Devices; Network; Identity"" → ""Devices; Networks; Identity"" per CISA ZT Maturity Model v2 controlled vocabulary"
2.1.12,User Behaviour & Insider Threat,"Malicious Insider Data Exfiltration: Employees, contractors, or privileged users intentionally exfiltrating sensitive data — customer PII, trading positions, M&A intelligence, source code, or credit risk models — via removable media, personal cloud storage, personal email, or collaboration platforms in advance of resignation, termination, or in response to external solicitation. Insider threat incidents in financial institutions frequently involve bulk data staging over an extended period prior to the exfiltration event.",T1052 – Exfiltration Over Physical Medium; T1567 – Exfiltration Over Web Service; T1005 – Data from Local System,Data; Identity,
2.1.12,User Behaviour & Insider Threat,"Privilege Abuse by Administrator and Privileged Accounts: IT administrators, cloud platform engineers, database administrators, and security operations personnel abusing elevated access rights to access data beyond their authorised scope, disable security controls, create backdoor accounts, or modify audit logging configuration to suppress evidence of activity. Privileged access without just-in-time scoping, session recording, and independent audit represents a structural Zero-Trust gap.",T1078.003 – Valid Accounts: Local Accounts; T1562.002 – Impair Defenses: Disable Windows Event Logging; T1136 – Create Account,Identity; Devices,
2.1.12,User Behaviour & Insider Threat,"Negligent Insider and Accidental Data Disclosure: Unintentional data exposure resulting from misdirected email, misconfigured sharing permissions, accidental upload to public repositories, or erroneous responses to social engineering. Negligent insider incidents constitute a significant proportion of data loss events in financial institutions and are not addressed by threat-focused controls alone — data classification, user awareness, and friction-based DLP controls are the primary mitigations.",T1048 – Exfiltration Over Alternative Protocol; T1213 – Data from Information Repositories,Data,
2.1.12,User Behaviour & Insider Threat,"Bring-Your-Own-Identity Risk: Employees authenticating to corporate SaaS platforms using personal identity providers federated via Entra ID external identities or social login integrations. Personal identity accounts are outside corporate password policy, MFA enforcement, and account lifecycle governance, creating an unmanaged authentication pathway to corporate resources that persists beyond employment termination if not explicitly deprovisioned.",T1078 – Valid Accounts; T1556 – Modify Authentication Process,Identity,
2.1.12,User Behaviour & Insider Threat,"Shadow IT and Unsanctioned Application Usage: Employees deploying unsanctioned SaaS applications, browser extensions, or locally installed tools to process corporate data outside of approved application governance and DLP policy coverage. Shadow IT creates unmonitored data flows and introduces unvetted third-party data processors into the bank's data handling chain without formal risk assessment or contractual data protection controls.",T1567 – Exfiltration Over Web Service; T1213 – Data from Information Repositories,Applications & Workloads; Data,
2.1.12,User Behaviour & Insider Threat,"UEBA Evasion and Low-and-Slow Exfiltration: Adversaries and malicious insiders deliberately operating below User and Entity Behaviour Analytics detection thresholds by staging and exfiltrating data in low-volume increments over extended periods, using normal working hours and approved applications to blend activity with legitimate user behaviour. UEBA baseline periods and alert thresholds must be tuned specifically for financial sector data sensitivity and role-based access patterns.",T1029 – Scheduled Transfer; T1030 – Data Transfer Size Limits,Identity; Data,
2.1.12,User Behaviour & Insider Threat,"Insider Threat Facilitation of External Attack: Employees or contractors knowingly providing credentials, access tokens, internal network information, or security control configurations to external threat actors in exchange for financial compensation. Documented in ransomware affiliate recruitment campaigns specifically targeting financial sector employees via dark web forums and encrypted messaging platforms as of 2024-2025.",T1078 – Valid Accounts; T1199 – Trusted Relationship,Identity; Devices,
2.1.12,User Behaviour & Insider Threat,"Offboarding Access Retention: Failure to fully deprovision access for departing employees across all systems — including legacy applications, shared service accounts, VPN certificates, and SaaS platforms not integrated with the identity governance platform — leaves active access pathways that may be exploited post-departure. Entra ID account disable does not automatically revoke active sessions, PRT tokens, or access in federated applications without CAE enforcement.",T1078 – Valid Accounts; T1550.001 – Use Alternate Authentication Material: Application Access Token,Identity,
2.1.13,Wireless & Proximity,Evil Twin and Rogue Access Point Credential Interception: Attacker-controlled wireless access points mimicking trusted corporate or public SSIDs capture credentials and session tokens from endpoints that auto-connect to previously joined networks. WPA2-Enterprise with certificate-based mutual authentication is required to prevent rogue AP association; PSK-based networks remain vulnerable to this attack class regardless of passphrase complexity.,T1557 – Adversary-in-the-Middle; T1040 – Network Sniffing,Networks,"WS1-A: Pillar normalised ""Network"" → ""Networks"" per CISA ZT Maturity Model v2 controlled vocabulary"
2.1.13,Wireless & Proximity,"WPA3 SAE Dragonblood-Class Side-Channel Attacks: The WPA3 Simultaneous Authentication of Equals handshake is susceptible to timing and cache-based side-channel attacks (Dragonblood, 2019 and subsequent research) that enable offline dictionary attacks against WPA3-Personal networks. Relevant for corporate wireless infrastructure migrating to WPA3 without validation of access point firmware patches addressing SAE implementation vulnerabilities.",T1557 – Adversary-in-the-Middle; T1040 – Network Sniffing,Networks,WS3-H: Threat retained S2.1.13. EXISTING CONTROL WL-01 ADEQUATE — rationale note required. WPA3-Enterprise with EAP-TLS does not use SAE handshake; Dragonblood-class side-channel attacks target WPA3-Personal SAE only. WL-01 architect note to be added to Layer 13 MD confirming inherent immunity.
2.1.13,Wireless & Proximity,Bluetooth Exploitation – BrakTooth and BLUFFS: Identification of a class of vulnerabilities in commercial Bluetooth Classic stacks enabling denial of service and arbitrary code execution on affected chipsets. BLUFFS (2023) demonstrated Bluetooth session key derivation weaknesses enabling session impersonation and MitM attacks across Bluetooth BR/EDR connections. These represent the current applicable Bluetooth vulnerability classes for 2025-2026 and supersede the BlueBorne (2017) class of vulnerabilities which are patched on supported OS versions.,T1011.001 – Exfiltration Over Bluetooth; T1557 – Adversary-in-the-Middle,Devices; Networks,"WS3-G: Threat retained S2.1.13. NEW CONTROL REQUIRED: WL-09 (Bluetooth Classic protocol hardening) to be authored in Layer 13 MD. Controls: BT Classic (BR/EDR) disable where only BLE in use, firmware update cadence for BT chipsets, MDM-enforced BT version/capability restriction."
2.1.13,Wireless & Proximity,"Near-Field Communication Relay and Eavesdropping: NFC relay attacks using commodity Android tooling (NFCGate) intercept and replay NFC communications from corporate access cards or payment-enabled devices within proximity, potentially enabling physical access bypass or contactless payment fraud. Relevant for endpoints with NFC capabilities used in conjunction with corporate identity and access management.",T1200 – Hardware Additions; T1557 – Adversary-in-the-Middle,Devices; Networks,"WS1-A: Pillar normalised ""Devices; Network"" → ""Devices; Networks"" per CISA ZT Maturity Model v2 controlled vocabulary"
2.1.13,Wireless & Proximity,"Captive Portal Credential Harvesting: Airport, hotel, and conference venue captive portals serving credential phishing pages — including convincing replicas of corporate SSO login pages — or performing SSL stripping prior to granting internet access. Particularly high risk for travelling employees operating outside corporate network controls without enforced always-on VPN or Zero-Trust Network Access (ZTNA) policy.",T1557 – Adversary-in-the-Middle; T1056.003 – Input Capture: Web Portal Capture,Networks; Identity,"WS1-A: Pillar normalised ""Network; Identity"" → ""Networks; Identity"" per CISA ZT Maturity Model v2 controlled vocabulary"
2.1.13,Wireless & Proximity,"Wi-Fi Auto-Connect and Preferred Network List Abuse: Endpoints configured to auto-connect to previously joined SSIDs are susceptible to rogue AP association in any location where an attacker can broadcast a matching SSID. Corporate MDM policy should enforce disabling auto-join for non-corporate SSIDs and clearing Preferred Network List entries for generic public SSIDs (e.g., ""Airport_WiFi"", ""Starbucks"") that are trivially spoofable.",T1557 – Adversary-in-the-Middle; T1040 – Network Sniffing,Networks; Devices,"WS1-A: Pillar normalised ""Network; Devices"" → ""Networks; Devices"" per CISA ZT Maturity Model v2 controlled vocabulary"
2.1.13,Wireless & Proximity,"Wireless Deauthentication and Denial of Service: IEEE 802.11 management frame spoofing used to force endpoint deauthentication from corporate wireless infrastructure, compelling reconnection to an attacker-controlled evil twin AP or disrupting endpoint connectivity to force failover to cellular or untrusted networks outside corporate traffic inspection. 802.11w management frame protection mitigates this attack and should be enforced on corporate wireless infrastructure.",T1498 – Network Denial of Service; T1557 – Adversary-in-the-Middle,Networks,"WS1-A: Pillar normalised ""Network"" → ""Networks"" per CISA ZT Maturity Model v2 controlled vocabulary"
2.1.13,Wireless & Proximity,"[PHYSICAL SECURITY PROGRAMME SCOPE — No Technical ZTA Control] Proximity-Based Social Engineering and Physical Tailgating: Attackers gaining physical proximity to endpoints and employees in corporate premises, client sites, or public locations to observe credentials, intercept NFC or Bluetooth communications, or gain physical access to secure areas by tailgating authenticated employees. Relevant in the context of open-plan trading floors and client-facing banking premises with mixed public and staff access zones. NOTE: This threat is addressed by the physical security programme (visitor management, tailgating controls, manned reception, CCTV, access card audit). It is retained in this taxonomy for completeness and cross-programme traceability but has no corresponding technical endpoint ZTA control.",T1056.002 – Input Capture: GUI Input Capture; T1200 – Hardware Additions,Devices,WS2-D: Scope annotation added. Physical tailgating has no technical ZTA endpoint control. Retained for cross-programme traceability with explicit physical security programme attribution.
2.1.14,Device Posture & MDM Integrity,"MDM Enrolment Bypass and Fake Compliance Signalling: Attackers enrol unmanaged or non-compliant devices into MDM using stolen or synthetic enrolment credentials, or manipulate device compliance reporting to present false-positive device health signals to the Conditional Access policy engine. A device presenting as compliant while operating outside enforced security policy undermines the integrity of the Zero-Trust device verification pillar entirely.",T1078 – Valid Accounts; T1553 – Subvert Trust Controls,Devices; Identity,
2.1.14,Device Posture & MDM Integrity,"MDM Certificate Pinning Bypass and Check-In Interception: MDM client implementations that do not enforce certificate pinning for the MDM management channel are susceptible to MitM interception of MDM check-in communications. An attacker intercepting the check-in channel can replay compliant device posture responses to the MDM server, suppressing non-compliance signals and policy enforcement actions without modifying the endpoint itself.",T1557 – Adversary-in-the-Middle; T1562.001 – Impair Defenses: Disable or Modify Tools,Devices,"WS3-C: Threat retained S2.1.14. DP-08 EXTENDED: Add mutual TLS for MDM check-in channels, certificate pinning validation, and check-in anomaly alerting. Layer 14 MD update required."
2.1.14,Device Posture & MDM Integrity,"Intune Graph API Abuse via Overprivileged Service Principals: Service principals granted DeviceManagementConfiguration.ReadWrite.All or equivalent Microsoft Graph API scopes — commonly used in CI/CD and automation pipelines — provide the ability to read device compliance state, modify configuration profiles, deploy scripts to enrolled endpoints, and reassign device ownership across the entire Intune-managed estate. Compromise of these credentials via endpoint exposure or pipeline misconfiguration effectively provides MDM-level control over the corporate laptop fleet.",T1078.004 – Valid Accounts: Cloud Accounts; T1528 – Steal Application Access Token,Identity,"WS3-D: Threat retained S2.1.14. NEW CONTROL REQUIRED: DP-11 (Intune Graph API governance) to be authored in Layer 14 MD. Controls: Service principal DeviceManagementConfiguration scope restriction, API access logging, PIM-equivalent lifecycle for service principals."
2.1.14,Device Posture & MDM Integrity,"Jailbroken or Rooted Device Enrolment: Endpoints with disabled Secure Boot, bypassed SIP (macOS), or rooted OS presenting false device health attestation to MDM compliance checks. Standard MDM compliance policies relying solely on self-reported OS integrity signals without hardware-backed attestation (TPM attestation on Windows, Apple Silicon Secure Enclave attestation on macOS) can be deceived by sufficiently modified endpoints.",T1553 – Subvert Trust Controls; T1562.010 – Impair Defenses: Downgrade Attack,Devices,
2.1.14,Device Posture & MDM Integrity,"Firmware TPM Vulnerabilities and Attestation Integrity: Firmware-based TPM (fTPM) implementations are susceptible to software-exploitable vulnerabilities including CVE-2023-1017 and CVE-2023-1018 affecting TPM 2.0 reference implementations, enabling out-of-bounds read/write within the TPM context. Endpoints relying on fTPM for device health attestation, BitLocker key sealing, or WHfB credential protection should be assessed against current fTPM firmware versions. Discrete hardware TPM remains more resilient.",T1542.001 – Pre-OS Boot: System Firmware; T1600 – Weaken Encryption,Devices,
2.1.14,Device Posture & MDM Integrity,"SCCM and Configuration Manager Attack Paths: Microsoft SCCM (now Microsoft Endpoint Configuration Manager) deployment infrastructure presents multiple documented high-impact attack paths catalogued in the SpecterOps ""Misconfiguration Manager"" (2024) research. These include NTLM relay via automatic client push installation, credential extraction from the site database, and privilege escalation to SCCM Site Admin enabling arbitrary script deployment to all managed endpoints in the hierarchy.",T1072 – Software Deployment Tools; T1557.001 – Adversary-in-the-Middle: LLMNR/NBT-NS Poisoning and SMB Relay; T1078 – Valid Accounts,Devices,"WS3-E: Threat retained S2.1.14. NEW CONTROL REQUIRED: DP-12 (SCCM/ConfigMgr attack path hardening) to be authored in Layer 14 MD. Controls: SCCM hierarchy site server hardening, Network Access Account elimination, PXE boot authentication, admin console access via PAM."
